,id,text,intent,datetime
105,105,TanyaJalan perkenalin diri dong,asking-question-other,1492640048.0
106,106,TanyaJalan perkenalin diri dong,asking-question-other,1492640048.0
107,107,TanyaJalan perkenalin diri dong,asking-question-other,1492640051.0
108,108,Kamu bisa apa aja?,asking-question-other,1492640051.0
109,109,Dari fasilkom ke indomaret,asking-question-direction,1492642137.0
110,110,Dari fasilkom ke fib,asking-question-direction,1492642147.0
111,111,Hai,greeting,1492642218.0
112,112,Kamu bisa apa aja?,asking-question-other,1492644286.0
113,113,TanyaJalan perkenalkan diri dong,asking-question-other,1492644308.0
114,114,Dari pangkalpinang ke sungailiat,asking-question-direction,1492644344.0
115,115,Dari bandara soekarno hatta ke unj,asking-question-direction,1492644439.0
116,116,Dari bandara soekarna hatta ke ui,asking-question-direction,1492644491.0
117,117,Ongkos dari bandara soekarno hatta ke ui,asking-question-direction,1492644567.0
118,118,Ongkos nya? ):,asking-question-other,1492644650.0
119,119,Ongkos bus jurusan bandara soekarna hatta terminal pasar minggu,asking-question-direction,1492644687.0
120,120,Dari beji ke pondok maharta,asking-question-direction,1492644763.0
121,121,Cek jadwal krl stasiun ui,asking-question-schedule,1492644877.0
122,122,Berangkat dari uui,asking-question-direction,1492645293.0
123,123,dari ui ke bogor,asking-question-direction,1492645307.0
124,124,Fasilkom ke tokyo,asking-question-direction,1492647993.0
125,125,Tokyo ke kyoto,asking-question-direction,1492648069.0
126,126,Tokyo ke osaka,asking-question-direction,1492648094.0
127,127,Fasilkom ke rumah,asking-question-direction,1492648110.0
128,128,Fasilkom ke kutek,asking-question-direction,1492648188.0
129,129,Fasilkom ke margonda,asking-question-direction,1492648215.0
130,130,Fasilkom ke ntu,asking-question-direction,1492648225.0
131,131,Fasilkom ke itb,asking-question-direction,1492648233.0
132,132,ITB ke ugm,asking-question-direction,1492648270.0
133,133,UGM ke itb,asking-question-direction,1492648275.0
134,134,UI ke SMAN 71,asking-question-direction,1492648297.0
135,135,UI ke kalimalang,asking-question-direction,1492648304.0
136,136,UI ke duren sawit,asking-question-direction,1492648312.0
137,137,UI ke bekasi,asking-question-direction,1492648324.0
138,138,Jalan ke kutek,asking-question-direction,1492648366.0
139,139,Fasilkom ke antartika,asking-question-direction,1492648415.0
140,140,Fasilkom ke tokyo,asking-question-direction,1492648423.0
141,141,Margonda ke kelapa dua,asking-question-direction,1492648470.0
142,142,Cara ngoding,other,1492648561.0
143,143,Cek ngoding,other,1492648570.0
144,144,Ngoding ke tp,asking-question-direction,1492648597.0
145,145,Pergi ke tanah Abang dari 5 tahun ke depan,asking-question-direction,1492648659.0
146,146,Tanah Abang ke 5 tahun ke depan,asking-question-direction,1492648712.0
147,147,Jadwal krl stasiun universitas indonesia,asking-question-direction,1492649449.0
148,148,Berangkat dari Depok ke Bogor.,asking-question-direction,1492650782.0
149,149,Dari ciganjur ke unj,asking-question-direction,1492658903.0
150,150,Cipedak ke slipi jaya,asking-question-direction,1492659010.0
151,151,Kamu bisa apa aja?,asking-question-other,1492659052.0
152,152,TanyaJalan perkenalin diri dong,asking-question-other,1492659053.0
153,153,Jadwal krl stasiun citayem,asking-question-schedule,1492709269.0
154,154,Tendean ke cawang,asking-question-direction,1492709931.0
155,155,Kamu bisa apa aja?,asking-question-other,1492712687.0
156,156,TanyaJalan perkenalin diri dong,asking-question-other,1492712687.0
157,157,Pergi ke Halim Perdana Kusumah dari Fatmawati,asking-question-direction,1492712706.0
158,158,Dari jakarta ke sini,asking-question-direction,1492721079.0
159,159,Pergi ke Ciputat dari Cililitan,asking-question-direction,1492724898.0
160,160,Ui ke gunadarma kampus e,asking-question-direction,1492730463.0
161,161,Ui ke kelapa dua,asking-question-direction,1492730513.0
162,162,Ui ke brimob kelapa dua,asking-question-direction,1492730572.0
163,163,berangkat dari ui ke man 13 jakarta,asking-question-direction,1492734754.0
164,164,TanyaJalan perkenalin diri dong,asking-question-other,1492736926.0
165,165,Kamu bisa apa aja?,asking-question-other,1492736926.0
166,166,Dari fasilkom ui ke fisip ui,asking-question-direction,1492736965.0
167,167,Dari fasilkom ui ke fakultas hukum,asking-question-direction,1492737004.0
168,168,Dari fasilkom ui ke grand Indonesia,asking-question-direction,1492737021.0
169,169,Dari surga ke neraka,asking-question-direction,1492737044.0
170,170,Bagi rute busway,asking-question-direction,1492737074.0
171,171,Yahh:((,giving-negative-feedback,1492737082.0
172,172,Mager,giving-negative-feedback,1492737088.0
173,173,Gamauu,giving-negative-feedback,1492737094.0
174,174,🐱,other,1492737109.0
175,175,Kok ga dibales?,giving-negative-feedback,1492737127.0
176,176,Tarif krl,asking-question-other,1492737138.0
177,177,Dari Kukusan Teknik ke Kukusan Kelurahan,asking-question-direction,1492746189.0
178,178,Dari UI ke Botani Square,asking-question-direction,1492746383.0
179,179,Dari kuningan ke scbd,asking-question-direction,1492748366.0
180,180,Berangkat sudirman ke kuningan,asking-question-direction,1492748410.0
181,181,Berangkat sudirman ke rasuna said,asking-question-direction,1492748441.0
182,182,Dari Fasilkom UI ke Plaza Senayan,asking-question-direction,1492755633.0
183,183,Kamu bisa apa aja?,asking-question-other,1492807317.0
184,184,Jadwal krl universitasindonesia,asking-question-schedule,1492807318.0
185,185,tampilkan lebih banyak jadwal krl stasiun UNIVERSITASINDONESIA,asking-question-schedule,1492807350.0
186,186,Jadwal krl universitasindonesia,asking-question-schedule,1492807775.0
187,187,Jadwal krl universitasindonesia,asking-question-schedule,1492808229.0
188,188,Jadwal krl universitasindonesia,asking-question-schedule,1492808236.0
189,189,Kamu bisa apa aja?,asking-question-other,1492810529.0
190,190,Cek jadwal krl stasiun karet,asking-question-schedule,1492810542.0
191,191,Cek jadwal krl stasiun manggarai,asking-question-schedule,1492812776.0
192,192,Berangkat dari Undip Tembalang ke Ngaliyan,asking-question-direction,1492819281.0
193,193,Kamu bisa apa aja?,asking-question-other,1492821379.0
194,194,Dari ui ke rawamangun,asking-question-direction,1492821402.0
195,195,tampilkan lebih banyak jadwal krl stasiun MANGGARAI,asking-question-schedule,1492832191.0
196,196,tampilkan lebih banyak jadwal krl stasiun Jakarta Kota,asking-question-schedule,1492832246.0
197,197,tampilkan lebih banyak jadwal krl stasiun MANGGARAI,asking-question-schedule,1492832863.0
198,198,tampilkan lebih banyak jadwal krl stasiun MANGGARAI,asking-question-schedule,1492833834.0
199,199,tampilkan lebih banyak jadwal krl stasiun MANGGARAI,asking-question-schedule,1492834504.0
200,200,Ke tambun,asking-question-direction,1492593007.0
201,201,TanyaJalan perkenalin diri dong,asking-question-other,1492593094.0
202,202,Berangkat dari bekasi ke tambun,asking-question-schedule,1492593245.0
203,203,Berangkat dari bekasi ke tambun,asking-question-schedule,1492593245.0
204,204,Bandung ke tambun ?,asking-question-schedule,1492593348.0
205,205,Tambun ke puncak ?,asking-question-schedule,1492593883.0
206,206,Kamu bisa apa aja?,asking-question-other,1492594739.0
207,207,Jelambar,other,1492594761.0
208,208,Berangkat dari jelambar ke bendungan hilir,asking-question-direction,1492594791.0
209,209,TanyaJalan perkenalin diri dong,asking-question-other,1492594807.0
210,210,Kamu bisa apa aja?,asking-question-other,1492594830.0
211,211,Berangkat dari Kukusan ke Margo City Square.,asking-question-direction,1492624841.0
212,212,Dari ignatius rahardi ke ignatius raka,asking-question-direction,1492630377.0
213,213,dari margonda ke komplek bdn,asking-question-direction,1492630797.0
214,214,TanyaJalan perkenalin diri dong,asking-question-other,1492630976.0
215,215,TanyaJalan perkenalin diri dong,asking-question-other,1492630985.0
216,216,Kamu bisa apa aja?,asking-question-other,1492630985.0
217,217,Kamu bisa apa aja?,asking-question-other,1492630998.0
218,218,Bagaimana cara ke bandara halim dari fasilkom,asking-question-direction,1492631001.0
219,219,Berapa lama ke pondok bambu,asking-question-direction,1492631019.0
220,220,Dari halim ke surabaya,asking-question-direction,1492631100.0
221,221,Dari surabaya ke its,asking-question-direction,1492631127.0
222,222,Dari bandara halim ke its,asking-question-direction,1492631160.0
223,223,Dari bandara halim ke its naik pesawat,asking-question-direction,1492631185.0
224,224,Yah,giving-negative-feedback,1492631191.0
225,225,Kamu bisa ngapain aja,asking-question-other,1492631198.0
226,226,Jadwal krl universitas indonesia,asking-question-schedule,1492631208.0
227,227,TanyaJalan perkenalin diri dong,asking-question-other,1492631246.0
228,228,Dari fasilkom ke bahy&co,asking-question-direction,1492631249.0
229,229,Kamu bisa apa aja?,asking-question-other,1492631253.0
230,230,Dari ui ke cibubur junction,asking-question-direction,1492631261.0
231,231,Dari Jakarta ke antartica,asking-question-direction,1492631285.0
232,232,Kamu bisa apa aja?,asking-question-other,1492631312.0
233,233,Dari rumah ke kampus,asking-question-direction,1492631320.0
234,234,Kamu bisa apa aja?,asking-question-other,1492631349.0
235,235,Dari UI ke tokyo,asking-question-direction,1492631349.0
236,236,Bagaimana cara dari Sabang ke Merauke?,asking-question-direction,1492631351.0
237,237,Ehe,other,1492631369.0
238,238,Berangkat dari ui ke ancol,asking-question-direction,1492631377.0
239,239,Berangkat dari ui ke pim,asking-question-direction,1492631379.0
240,240,Cek jadwal cgk,asking-question-schedule,1492631381.0
241,241,Dari new York ke london,asking-question-direction,1492631407.0
242,242,Dari UI ke kebun raya bogor,asking-question-direction,1492631594.0
243,243,Dari UI ke dago,asking-question-direction,1492631647.0
244,244,Dari universitas indonesia ke muncul setu,asking-question-direction,1492632005.0
245,245,Dari UI ke rumah waifu,asking-question-direction,1492632021.0
246,246,Kamu bisa apa aja?,asking-question-other,1492632043.0
247,247,TanyaJalan perkenalin diri dong,asking-question-other,1492632055.0
248,248,Dari ui ke bekasi,asking-question-direction,1492632088.0
249,249,Dari ui ke bandung,asking-question-direction,1492632101.0
250,250,Dari universitas indonesia ke permata pamulang,asking-question-direction,1492632104.0
251,251,Dari ui ke papua,asking-question-direction,1492632110.0
252,252,Berangkat dari Kutek ke Fasilkom UI,asking-question-direction,1492632120.0
253,253,Dari ugm ke malioboro,asking-question-direction,1492632134.0
254,254,Dari universitas indonesia ke iti muncul,asking-question-direction,1492632134.0
255,255,Dari ui ke ugm,asking-question-direction,1492632152.0
256,256,Jadwal pesawat garuda,asking-question-schedule,1492632195.0
257,257,Cek jadwal pesawat garuda,asking-question-schedule,1492632211.0
258,258,Dari ui ke hatimu,asking-question-direction,1492632258.0
259,259,TanyaJalan perkenalin diri dong,asking-question-other,1492632317.0
260,260,Dari gunung putri ke fasilkom ui,asking-question-direction,1492632819.0
261,261,Kamu bisa apa aja?,asking-question-other,1492633157.0
262,262,Tanyajalan bye,other,1492633190.0
263,263,Yolo,other,1492633198.0
264,264,Serpong ke tanah abang,asking-question-direction,1492633305.0
265,265,Serpong ke ui,asking-question-direction,1492633371.0
266,266,Jadwal KRL stasiun Bekasi,asking-question-schedule,1492633427.0
267,267,tampilkan lebih banyak jadwal krl stasiun BEKASI,asking-question-schedule,1492633440.0
268,268,Berangkat dari UI ke Margonda City,asking-question-direction,1492633463.0
269,269,TanyaJalan perkenalin diri dong,asking-question-other,1492633991.0
270,270,Kamu bisa apa aja?,asking-question-other,1492634007.0
271,271,Ke palembang square dari indralaya,asking-question-direction,1492634026.0
272,272,Dari kutek ke kutek,asking-question-direction,1492634164.0
273,273,Berangkat dari ui ke bandung,asking-question-direction,1492635213.0
274,274,TanyaJalan perkenalin diri dong,asking-question-other,1492635246.0
275,275,dari universitas sumatera utara ke plaza medan fair,asking-question-direction,1492635268.0
276,276,Jadwal krl stasiun jakarta kota,asking-question-schedule,1492635285.0
277,277,dari politeknik negeri sriwijaya ke sman 1 palembang,asking-question-direction,1492635999.0
278,278,TanyaJalan perkenalin diri dong,asking-question-other,1492636873.0
279,279,Kamu bisa apa aja?,asking-question-other,1492636883.0
280,280,Cek jadwal krl bojong gede,asking-question-schedule,1492636922.0
281,281,tampilkan lebih banyak jadwal krl stasiun BOJONGGEDE,asking-question-schedule,1492636949.0
282,282,Dari unsri ke ps,asking-question-direction,1492637320.0
283,283,Dari universitas sriwijaya ke palembang square,asking-question-direction,1492637334.0
284,284,Berangkat dari UI ke ancol,asking-question-direction,1492637560.0
285,285,berangkat dari hatiku ke hatimu,asking-question-direction,1492637785.0
286,286,berangkat dari madrid ke depok,asking-question-direction,1492637807.0
287,287,berangkat dari palembang ke baturaja,asking-question-direction,1492637829.0
288,288,berangkat dari indralaya ke palembang,asking-question-direction,1492637852.0
289,289,berangkat dari depok ke cibinong,asking-question-direction,1492637868.0
290,290,Dari fasilkom ke perpusat,asking-question-direction,1492638312.0
291,291,Dari fasilkom ke perpusat ui,asking-question-direction,1492638336.0
292,292,Dari ugm ke malioboro,asking-question-direction,1492638368.0
293,293,Dari binus ke gading serpong,asking-question-direction,1492638391.0
294,294,Dari ugm ke fasilkom,asking-question-direction,1492638454.0
295,295,Dari fasilkom ke fib,asking-question-direction,1492638482.0
296,296,Mares ke pocin,asking-question-direction,1492638509.0
297,297,Jadwal kereta,asking-question-schedule,1492638540.0
298,298,Jadwal krl ui ke kota,asking-question-schedule,1492638555.0
299,299,Jadwal krl ui kota,asking-question-schedule,1492638569.0
300,300,Kamu bisa apa aja?,asking-question-other,1492494280.0
301,301,Kamu bisa apa aja?,asking-question-other,1492494495.0
302,302,Kamu bisa apa aja?,asking-question-other,1492494495.0
303,303,Kamu bisa apa aja?,asking-question-other,1492494495.0
304,304,Dari bandara soekarno hatta ke bogor,asking-question-direction,1492497598.0
305,305,Kamu bisa apa aja?,asking-question-other,1492497613.0
306,306,Kamu bisa apa aja?,asking-question-other,1492497618.0
307,307,Bagi jadwal krl,asking-question-schedule,1492497628.0
308,308,Berangkat dari sini ke rumah doi,asking-question-direction,1492497631.0
309,309,"Yaudah deh, berangkat dari sini ke rumah adi",asking-question-direction,
310,310,Berangkat dari Taman Corat Coret ke Sempur,asking-question-direction,1492497667.0
311,311,Halo tanya jalan,greeting,1492497673.0
312,312,WTF,giving-negative-feedback,1492497682.0
313,313,Gua di menteng,other,1492497683.0
314,314,Stasiun pasar turi ke bogor,asking-question-direction,1492497687.0
315,315,MANTAP,giving-positive-feedback,1492497694.0
316,316,undefined,other,1492497696.0
317,317,"""Hati Elan ke hati mantan""",asking-question-direction,1492497708.0
318,318,"Lan, sorry",other,
319,319,Tolol gitu doang ganemu,giving-negative-feedback,1492497718.0
320,320,Tidak ada jalan,giving-negative-feedback,1492497719.0
321,321,undefined,other,1492497724.0
322,322,App apaan nih,asking-question-other,1492497726.0
323,323,ELAH MASA 50 MENIT,giving-negative-feedback,1492497728.0
324,324,Menteng asri ke gang dolly,asking-question-other,1492497728.0
325,325,TanyaJalan bye,other,1492497737.0
326,326,Gblk masa gabisa,giving-negative-feedback,1492497737.0
327,327,Berangkat dari Menteng Asri ke Gang Dolly,asking-question-other,1492497797.0
328,328,Ah tai,giving-negative-feedback,1492497805.0
329,329,Dari glukosa ke piruvat,asking-question-direction,1492497811.0
330,330,Gang dolly mana dulu gin,asking-question-direction,1492497812.0
331,331,ITB ke UI,asking-question-direction,1492497830.0
332,332,Berangkat dari Menteng Asri ke Gang Selot,asking-question-direction,1492497830.0
333,333,Dari rumah gua ke rumah doi trus ngaterin dia buat prom abis itu balik lagi,asking-question-direction,1492497851.0
334,334,Jadwal krl stasiun Cikini,asking-question-schedule,1492501481.0
335,335,tampilkan lebih banyak jadwal krl stasiun CIKINI,asking-question-schedule,1492501491.0
336,336,Pinang Ranti ke Universitas Tadulako,asking-question-direction,1492502888.0
337,337,SMAN 48 Jakarta ke SMAN 78 Jakarta,asking-question-direction,1492502916.0
338,338,SMAN 78 ke SMAN 48,asking-question-direction,1492502963.0
339,339,Dari kukusan ke lebak bulus,asking-question-direction,1492503382.0
340,340,Kamu bisa apa aja?,asking-question-other,1492508141.0
341,341,Dari grand indonesia ke supermall karawaci,asking-question-direction,1492508186.0
342,342,Dari pasar baru ke fasilkom ui,asking-question-direction,1492508206.0
343,343,Dari jakarta ke medan,asking-question-direction,1492508245.0
344,344,Jadwal krl stasiun sawah besar,asking-question-schedule,1492508274.0
345,345,tampilkan lebih banyak jadwal krl stasiun SAWAHBESAR,asking-question-schedule,1492508293.0
346,346,Kamu bisa apa aja?,asking-question-other,1492510569.0
347,347,Ui ke fatahillah,asking-question-direction,1492512905.0
348,348,Jakarta ke jogja,asking-question-direction,1492512932.0
349,349,Ugm ke malioboro,asking-question-direction,1492512953.0
350,350,TanyaJalan perkenalin diri dong,asking-question-other,1492512994.0
351,351,Kamu bisa apa aja?,asking-question-other,1492512995.0
352,352,Padang ke pariaman,asking-question-direction,1492513010.0
353,353,Mau pergi dari prambanan ke borobudur nih,asking-question-direction,1492513040.0
354,354,Bagi wisata malioboro dong,asking-question-other,1492513066.0
355,355,Malioboro,other,1492513079.0
356,356,Rute busway,asking-question-schedule,1492513093.0
357,357,Sidoarjo ke trowulan,asking-question-direction,1492513126.0
358,358,Rute bus jurusan exprees joyoboyo ke mojokerto,asking-question-direction,1492513276.0
359,359,Bus joyoboyo,asking-question-schedule,1492513292.0
360,360,Bus joyoboyo ke mojokerto,asking-question-schedule,1492513316.0
361,361,Joyoboyo ke mojokerto,asking-question-direction,1492513331.0
362,362,Ugm ke gunung merapi,asking-question-direction,1492513376.0
363,363,Ugm ke merapi,asking-question-direction,1492513385.0
364,364,TanyaJalan perkenalin diri dong,asking-question-other,1492513408.0
365,365,Dari depok ke kokas,asking-question-direction,1492540545.0
366,366,Kamu bisa apa aja?,asking-question-other,1492540594.0
367,367,tampilkan lebih banyak jadwal krl stasiun SAWAHBESAR,asking-question-schedule,1492543667.0
368,368,Kamu bisa apa aja?,asking-question-other,1492548144.0
369,369,dari buaran ke depok town square,asking-question-direction,1492548169.0
370,370,dari buaran ke ui,asking-question-direction,1492548182.0
371,371,dari buaran ke depok,asking-question-direction,1492548195.0
372,372,bagi rute busway dong,asking-question-schedule,1492548214.0
373,373,dari klender ke beji,asking-question-direction,1492548258.0
374,374,TanyaJalan perkenalin diri dong,asking-question-other,1492551487.0
375,375,Kamu bisa apa aja?,asking-question-other,1492551496.0
376,376,Kenalin,asking-question-other,1492551720.0
377,377,Perkenalin,asking-question-other,1492551727.0
378,378,TanyaJalan,other,1492551736.0
379,379,Aku gamau tau jadwal krl stasiun poris,giving-negative-feedback,1492551783.0
380,380,Kamu,other,1492551918.0
381,381,U,other,1492551924.0
382,382,U,other,1492551925.0
383,383,I,other,1492551927.0
384,384,J,other,1492551929.0
385,385,J,other,1492551932.0
386,386,lenteng agung ke kokas,asking-question-direction,1492556830.0
387,387,lenteng agung ke kota kasablanka,asking-question-direction,1492556846.0
388,388,dari lenteng agung ke kota kasablanka,asking-question-direction,1492556868.0
389,389,Rute stasiun depok ke stasiun senen,asking-question-schedule,1492563732.0
390,390,Rute stasiun senen,asking-question-schedule,1492563747.0
391,391,Rute stasiun senin,asking-question-schedule,1492563753.0
392,392,Dari tangcit ke gajah mada,asking-question-direction,1492567541.0
393,393,Jadwal KRL stasiun tanjung priok,asking-question-schedule,1492574189.0
394,394,tampilkan lebih banyak jadwal krl stasiun TANJUNGPRIUK,asking-question-schedule,1492574198.0
395,395,Kamu bisa apa aja?,asking-question-other,1492577207.0
396,396,TanyaJalan perkenalin diri dong,asking-question-other,1492577231.0
397,397,rute dari gubeng surabaya ke pasar turi,asking-question-direction,1492577285.0
398,398,Tes kakak,greeting,1492592553.0
399,399,Kamu bisa apa aja?,asking-question-other,1492592897.0
400,400,Kamu bisa apa aja?,asking-question-other,1492469911.0
401,401,TanyaJalan perkenalin diri dong,asking-question-other,1492469912.0
402,402,Kamu bisa apa aja?,asking-question-other,1492469913.0
403,403,TanyaJalan perkenalin diri dong,asking-question-other,1492469913.0
404,404,Kamu bisa apa aja?,asking-question-other,1492469913.0
405,405,TanyaJalan perkenalin diri dong,asking-question-other,1492469913.0
406,406,TanyaJalan perkenalin diri dong,asking-question-other,1492469914.0
407,407,TanyaJalan perkenalin diri dong,asking-question-other,1492469915.0
408,408,Pondok cina ke sudirman,asking-question-direction,1492469977.0
409,409,Pondok cina ke sudirman,asking-question-direction,1492469977.0
410,410,Jadwal krl pondok cina,asking-question-schedule,1492469978.0
411,411,Jadwal krl pondok cina,asking-question-schedule,1492469978.0
412,412,"Tanya dong, dari mangga besar ke tanggerang city mall",asking-question-direction,
413,413,Tanya jalan dari mangga besar ke tanggerang city mall dong,asking-question-direction,1492471042.0
414,414,Tanya jalan dari mangga besar ke tanggerang city mall dong,asking-question-direction,1492471065.0
415,415,Kamu bisa apa aja?,asking-question-other,1492471189.0
