id,text,intent,datetime
2372,dari mata ke hati,other,1490432681.0
2288,berangkat dari metro permata ke wisma antara,asking-question-direction,1490475045.0
3399,payah,giving-negative-feedback,1488859619.0
2624,meruya ke ui,asking-question-direction,1490317069.0
2163,jadwal pesawat,asking-question-schedule,1490482162.0
2636,jadwal stasiun pondok cina,asking-question-schedule,1490324827.0
2940,jauh amat,giving-negative-feedback,1489914378.0
1974,jadwal bikun,asking-question-schedule,1490570842.0
2743,halo,greeting,1489997002.0
780,bekasi  kukusan,asking-question-direction,1492432379.0
1065,kamu bisa apa saja,asking-question-other,1492137238.0
1109,tanyajalan perkenalin diri dong,asking-question-other,1492031947.0
135,ui ke kalimalang,asking-question-direction,1492648304.0
1473,bagaimana cara dari fasilkom ke slipi,asking-question-direction,1491887332.0
2249,jalan ke hatinya,asking-question-other,1490469959.0
2370,dari mata turun ke hati,other,1490432620.0
925,kamu bisa apa saja,asking-question-other,1492232497.0
3075,hem,other,1489909249.0
319,tolol begitu saja ganemu,giving-negative-feedback,1492497718.0
1526,thanks,giving-positive-feedback,1491610365.0
68,dari tanjung barat ke kampus perbanas,asking-question-direction,1493213065.0
1647,booom,other,1491188790.0
1094,sudirman ke gading,asking-question-direction,1492192698.0
416,kamu bisa apa saja,asking-question-other,1492471205.0
753,cupu kamu,giving-negative-feedback,1492424314.0
350,tanyajalan perkenalin diri dong,asking-question-other,1492512994.0
3292,nice,giving-positive-feedback,1488881982.0
2021,aku ke kamu,asking-question-direction,1490496089.0
2693,ih keren sangat si,giving-positive-feedback,1490406380.0
3298,intro,greeting,1488910414.0
2426,bye tanya jalan,greeting,1490422075.0
1502,jadwal krl stasiun universitas indonesia,asking-question-schedule,1491512425.0
2601,terima kasih,giving-positive-feedback,1490234181.0
1967,makasih tanya jalan,giving-positive-feedback,1490568383.0
1124,undefined,other,1492032348.0
2542,jadwal krl rawa buntu,asking-question-schedule,1490415733.0
3149,pergi haha,giving-positive-feedback,1489901968.0
3093,,other,1489910479.0
2829,tanyajalan perkenalkan diri,greeting,1489952118.0
3308,apa kabar,asking-question-other,1488842408.0
263,yolo,other,1492633198.0
2580,berangkst dari ke,other,1490417500.0
1639,berangkat dari stasiun manggarai ke bintaro,asking-question-direction,1491031295.0
153,jadwal krl stasiun citayem,asking-question-schedule,1492709269.0
2912,wah,giving-positive-feedback,1489911760.0
224,yah,giving-negative-feedback,1492631191.0
2910,h,other,1489911753.0
3395,tidak jelas,giving-negative-feedback,1488859198.0
3023,tanyajalan perkenalan diri,greeting,1489905838.0
3103,cacad,giving-negative-feedback,1488913541.0
810,tanyajalan perkenalin diri dong,asking-question-other,1492415162.0
1296,tanyajalan perkenalin diri dong,asking-question-other,1492029811.0
3274,wih,giving-positive-feedback,1488880378.0
1806,dari stasiun bogor ke ipb,asking-question-direction,1490599671.0
888,jadwal krl stasiun pocin,asking-question-schedule,1492420179.0
2844,dari sini ke sana,other,1489953748.0
2583,jadwal,other,1490417602.0
1080,bus bogor ke slipi,asking-question-direction,1492156388.0
2794,intro,greeting,1490226990.0
1568,bohong,giving-negative-feedback,1491637685.0
1086,yaallah masa jalan kaki,giving-negative-feedback,1492161867.0
590,kamu bisa apa saja,asking-question-other,1492469906.0
754,tidak usah sok minta maaf,giving-negative-feedback,1492424328.0
2754,jadwal kereta stasiun manggarai,asking-question-schedule,1489997796.0
486,jadwal krl stasiun cikini antara jam  hingga ,asking-question-schedule,1492486094.0
2763,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1489998213.0
2708,undefined,other,1489994068.0
452,masih banyak yang tidak bisa,giving-negative-feedback,1492474327.0
581,dari ui ke puncak,asking-question-direction,1492466184.0
1007,tanyajalan perkenalin diri dong,asking-question-other,1492068858.0
1768,berangkat dari ui ke kebon jeruk,asking-question-direction,1490801859.0
1301,jadwal krl cicalengka,asking-question-schedule,1491892540.0
3349,manta,giving-positive-feedback,1488853760.0
3041,tanyajalan perkenalkan diri dong,greeting,1489906931.0
2968,sedih,giving-negative-feedback,1489916086.0
3003,tanyajalan bye,greeting,1489904976.0
1557,mantap,giving-positive-feedback,1491637107.0
2390,berangkat dari alunalun kebumen ke soto kored petanahan,asking-question-direction,1490438453.0
814,oi,greeting,1492415185.0
171,yahh,giving-negative-feedback,1492737082.0
2401,berangkat dari alan ke jodohnya,other,1490418100.0
1844,tampilkan lebih banyak jadwal krl stasiun pasarminggu,asking-question-schedule,1490662153.0
866,kamu bisa apa saja,asking-question-other,1492419332.0
2913,maaf ,other,1489911767.0
1064,cara kembali ke jalan yang benar,asking-question-other,1492137201.0
1592,hi,greeting,1491689427.0
2547,ah tai lama bet,giving-negative-feedback,1490416028.0
2201,berangkat dari malioboro ke hartono mall,asking-question-direction,1490438663.0
2985,bagaimana cara dari aku ke kokas,other,1489916346.0
1376,kamu bisa apa saja,asking-question-other,1491932223.0
465,dari serdang ke bulungan,asking-question-direction,1492478863.0
2905,halo,greeting,1489911725.0
3265,oke dimaafkan,giving-positive-feedback,1488876338.0
2716,jadwal krl stasiun manggarai,asking-question-schedule,1489994311.0
163,berangkat dari ui ke man  jakarta,asking-question-direction,1492734754.0
1291,jelek,giving-negative-feedback,1492026597.0
3192,halo,greeting,1489904022.0
2795,tunjukin jalan dari fasilkom ui ke ancol dong,asking-question-direction,1490233244.0
320,tidak ada jalan,giving-negative-feedback,1492497719.0
2533,jadwal krl stasiun bekasi,asking-question-schedule,1490415401.0
1083,iya dong,giving-positive-feedback,1492156609.0
1922,berangkat dari pademangan ke grogol,asking-question-direction,1490515202.0
237,ehe,other,1492631369.0
3129,haii,greeting,1489888720.0
2608,nice,giving-positive-feedback,1490241636.0
3048,semangat,giving-positive-feedback,1489907077.0
1423,wkwk,other,1491723173.0
226,jadwal krl universitas indonesia,asking-question-schedule,1492631208.0
3291,keren,giving-positive-feedback,1488881977.0
2966,yahh kok begitu,giving-negative-feedback,1489916076.0
3257,tanyajalan bye,greeting,1488876033.0
2850,berangkat dari fatmawati ke ui,asking-question-direction,1489956339.0
2715,halo,greeting,1489994303.0
3147,wow,giving-positive-feedback,1489901950.0
540,enaknya kemana ya,asking-question-other,1492460061.0
3310,bagaimana cara pergi dari fasilkom ke traveloka,asking-question-direction,1488843510.0
3320,alah,giving-negative-feedback,1488845745.0
2755,hi,greeting,1489997799.0
156,tanyajalan perkenalin diri dong,asking-question-other,1492712687.0
2945,payah,giving-negative-feedback,1489914555.0
3166,tanyajalan bye,greeting,1489902939.0
847,wkkwkwk,giving-positive-feedback,1492417288.0
1562,wih,giving-positive-feedback,1491637174.0
398,tes kakak,greeting,1492592553.0
2678,wahhh,giving-positive-feedback,1490345923.0
1308,berangkat dari ui ke ui,asking-question-direction,1491894252.0
706,tampilkan lebih banyak jadwal krl stasiun bekasi,asking-question-schedule,1492421123.0
2830,terima kasih brii,giving-positive-feedback,1489952146.0
1949,tanyajalan bye,other,1490554051.0
868,tanyajalan perkenalin diri dong,asking-question-other,1492419344.0
1698,jadwal krl,asking-question-schedule,1491511464.0
2645,jadwal krl stasiun universitas indonesia,asking-question-schedule,1490327758.0
1927,dari stis ke ui salemba,asking-question-direction,1490520280.0
3127,tanyajalan,greeting,1489888648.0
2685,berangkat dari ancol ke bellezza shopping arcade,asking-question-direction,1490391428.0
1479,berangkat dari monas ke taman mini,asking-question-direction,1491887480.0
2987,bot bangsat,giving-negative-feedback,1489916369.0
884,hai,greeting,1492420066.0
2117,pergi dari ui ke stan,asking-question-direction,1490476154.0
2746,halo,greeting,1489997036.0
2622,nice,giving-positive-feedback,1490254326.0
1420,wow,giving-positive-feedback,1491723145.0
2926,pergi ke ui dari rumah,other,1489912389.0
2892,cek jadwal stasiun duri,asking-question-schedule,1489985608.0
2950,bagus ya,giving-positive-feedback,1489914741.0
2889,cek jadwal krl stasiun lenteng agung,asking-question-schedule,1489983089.0
3253,jih,giving-negative-feedback,1488875963.0
3200,tidak jelas,giving-negative-feedback,1488859624.0
1572,i need your help,other,1491637721.0
2812,tidak mau,giving-negative-feedback,1489920583.0
2980,bodoh,giving-negative-feedback,1489916226.0
2908,gilaaaaaa,giving-negative-feedback,1489911738.0
450,pergi ke matraman dari manggarai,asking-question-direction,1492474303.0
2697,hi,greeting,1490408838.0
3290,undefined,other,1488881543.0
2285,tidak mau repot,giving-negative-feedback,1490474987.0
3213,nice,giving-positive-feedback,1488864360.0
3363,berangkat dari tanah abang ke semanggi,asking-question-direction,1488855655.0
1833,tampilkan lebih banyak jadwal krl stasiun nambo,asking-question-schedule,1490655608.0
2914,tidak,giving-negative-feedback,1489911774.0
3078,dari slipi ke rumah,other,1489909307.0
2143,cot,giving-negative-feedback,1490478907.0
2621,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1490254319.0
1128,undefined,other,1492032514.0
3246,hi,greeting,1488874955.0
2374,wow,giving-positive-feedback,1490432725.0
1354,siapa yang buat kamu,asking-question-other,1491903385.0
1830,ngarang sekali deh,giving-negative-feedback,1490655578.0
1112,undefined,other,1492032048.0
704,okay tidak apa-apa,giving-positive-feedback,1492420867.0
406,tanyajalan perkenalin diri dong,asking-question-other,1492469914.0
3102,thanks,giving-positive-feedback,1488913533.0
1939,jadwal stasiun juanda,asking-question-schedule,1490547816.0
2728,ah tai,giving-negative-feedback,1489994942.0
3386,tidak mau,giving-negative-feedback,1488858762.0
668,tanyajalan perkenalin diri dong,asking-question-other,1492448140.0
3081,berangkat dari stasiun bogor ke amsterdam,asking-question-direction,1489909400.0
2235,info,other,1490468414.0
1978,kece sekali sih sangat berfaedah,giving-positive-feedback,1490570933.0
2890,undefined,other,1489984982.0
2028,sebenarnya kalau ke tanah abang mending naik kereta ke stasiun tanah abang sekalian kalau dari st karet itu kalau misalkan mau ke kuningan,giving-negative-feedback,1490498802.0
735,bagi rute busway dong,asking-question-schedule,1492422212.0
993,ui ke cawang,asking-question-direction,1492411403.0
3289,thank you,giving-positive-feedback,1488881499.0
2723,a,other,1489994777.0
2536,hii,greeting,1490415425.0
1387,keren sekali,giving-positive-feedback,1491938889.0
2005,kalau ancol bekasi gimana jalannya,giving-positive-feedback,1490492172.0
411,jadwal krl pondok cina,asking-question-schedule,1492469978.0
969,stasiun pocin,asking-question-schedule,1492381029.0
472,berangkat dari grogol ke depok,asking-question-direction,1492482651.0
501,cek jadwal krl cawang,asking-question-direction,1492454628.0
912,kamu bisa apa saja,asking-question-other,1492228114.0
576,dari ui ke rumahku,asking-question-direction,1492466068.0
2799,nice,giving-positive-feedback,1490234169.0
600,kamu bisa apa saja,asking-question-other,1492440636.0
1131,dari senayan ke bandung,asking-question-direction,1492032605.0
438,kamu bisa apa saja,asking-question-other,1492472034.0
1599,dari grogol ke senayan,asking-question-direction,1491716031.0
3243,tanyajalan,greeting,1488873440.0
3215,dari duren kalibata ke cileungsi,asking-question-direction,1488865087.0
1460,kasih jadwal stasiun duri,asking-question-schedule,1491879274.0
3125,hai,greeting,1488936451.0
1474,terima kasih,giving-positive-feedback,1491887358.0
2988,kick sudah,giving-negative-feedback,1489916400.0
1556,help,asking-question-other,1491636348.0
3107,wow,giving-positive-feedback,1488913653.0
2630,jakarta bandung,asking-question-direction,1490324686.0
2423,dari stasiun bogor ke kebun raya bogor,asking-question-direction,1490421989.0
2709,helloworld,greeting,1489994068.0
914,yahhh,giving-negative-feedback,1492228148.0
2027,buset jauh benar wkwk itu kan bisa naik krl dari pondok cina ke tanah abang terus transit ke pondok ranji dari sana naik gojek ke ciledug,giving-negative-feedback,1490498728.0
2405,cupu abi,giving-negative-feedback,1490420327.0
1437,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1491815927.0
653,kamu bisa apa saja,asking-question-other,1492447197.0
2468,dari ipb ke ui,asking-question-direction,1490424187.0
3245,tanyajalan,greeting,1488874885.0
3015,cek jadwal krl stasiun duri,asking-question-schedule,1489905579.0
1676,halo,greeting,1491435547.0
2459,dari ui ke rumah pacar,other,1490423741.0
84,dari universitas indonesia ke fx sudirman,asking-question-direction,1493236197.0
1214,berangkat dari bogor ke jakarta,asking-question-direction,1491967976.0
3266,payah,giving-negative-feedback,1488876344.0
1640,boom,other,1491082955.0
152,tanyajalan perkenalin diri dong,asking-question-other,1492659053.0
731,undefined,other,1492422029.0
2132,berangkat dar rumah ke rumah nenek,asking-question-direction,1490477736.0
2726,jadwal krl stasiun manggarai,asking-question-schedule,1489994846.0
1263,halo,greeting,1492020993.0
3117,hi,greeting,1488929769.0
2946,dari tanjung barat,other,1489914565.0
2571,hai,greeting,1490417133.0
312,wtf,giving-negative-feedback,1492497682.0
633,tanyajalan perkenalin diri dong,asking-question-other,1492446428.0
1659,jadwal krl stasiun universitas indonesia,asking-question-schedule,1491288918.0
1072,tanyajalan perkenalin diri dong,asking-question-other,1492141006.0
2695,hehe sama,giving-positive-feedback,1490406455.0
3116,helloworld,greeting,1488929709.0
2832,ancol,other,1489952184.0
2690,keren sangat ,giving-positive-feedback,1490406318.0
111,hai,greeting,1492642218.0
2534,transjakarta,other,1490415404.0
3270,tanyajalan,greeting,1488877398.0
1779,jadwal krl stasiun kalibata,asking-question-schedule,1490810364.0
1297,yeay,giving-positive-feedback,1492029815.0
2302,berangkat dari dunia ke surga,other,1490426901.0
3394,thanks,giving-positive-feedback,1488859192.0
3040,tanyajalan perkenalkan diri dong,greeting,1489906896.0
3201,mantap,giving-positive-feedback,1488859629.0
2607,nice,giving-positive-feedback,1490241576.0
2309,berangkat dari ancol ke london,asking-question-direction,1490428232.0
2651,terima kasih,giving-positive-feedback,1490331598.0
1470,bagi rute busway dong,asking-question-schedule,1491883144.0
92,kamu bisa apa saja,asking-question-other,1493245780.0
1635,hi,greeting,1491027651.0
385,j,other,1492551932.0
1043,rutenya tidak lengkap nih,giving-negative-feedback,1492127140.0
227,tanyajalan perkenalin diri dong,asking-question-other,1492631246.0
3367,hi,greeting,1488856113.0
1990,,other,1490575394.0
3151,thanks,giving-positive-feedback,1489901980.0
2329,ongkosin yak,other,1490430061.0
1233,halo,greeting,1491978751.0
2953,tidak jelas,giving-negative-feedback,1489914828.0
1055,tanyajalan perkenalin diri dong,asking-question-other,1492133066.0
3196,tanyajalan perkenalkan diri,greeting,1489904847.0
165,kamu bisa apa saja,asking-question-other,1492736926.0
218,bagaimana cara ke bandara halim dari fasilkom,asking-question-direction,1492631001.0
2144,tanya jalan bye,other,1490478917.0
2994,ini apaan sih,greeting,1489918387.0
2769,jadwal kereta,other,1489998691.0
334,jadwal krl stasiun cikini,asking-question-schedule,1492501481.0
797,halo,greeting,1492440258.0
1565,dari kota ke stasiun duri,asking-question-direction,1491637659.0
73,kamu bisa apa saja,asking-question-other,1493233280.0
2674,hi,greeting,1490345407.0
2009,wah keren hehe,giving-positive-feedback,1490492870.0
1130,jadwal bis jakarta bandung,asking-question-schedule,1492032561.0
800,kamu bisa apa saja,asking-question-other,1492415093.0
915,,giving-negative-feedback,1492228153.0
1750,cek jadwal krl stasiun universitas indonesia,asking-question-schedule,1490778623.0
269,tanyajalan perkenalin diri dong,asking-question-other,1492633991.0
74,kamu bisa apa saja,asking-question-other,1493233280.0
3254,ya elah tanah abang terus,giving-negative-feedback,1488875980.0
1443,berangkat dari ui ke kota casablanca,asking-question-direction,1491849032.0
106,tanyajalan perkenalin diri dong,asking-question-other,1492640048.0
1169,tanyajalan perkenalin diri dong,asking-question-other,1492045785.0
3321,haloo,greeting,1488845849.0
2286,masa sih,asking-question-other,1490475001.0
2813,iya tidak apa-apa,greeting,1489920589.0
1012,berangkat dari ui ke flipbox,asking-question-direction,1492068953.0
3369,hi,greeting,1488856286.0
327,berangkat dari menteng asri ke gang dolly,asking-question-other,1492497797.0
545,jadwal krl manggarai,asking-question-schedule,1492460087.0
1711,tampilkan lebih banyak jadwal krl stasiun manggarai,asking-question-schedule,1490717635.0
179,dari kuningan ke scbd,asking-question-direction,1492748366.0
2730,coba pergi,other,1489994967.0
1317,jadwal krl stasiun cikini,asking-question-schedule,1491894424.0
3061,parah,giving-negative-feedback,1489907259.0
2416,kalau tanya yang lain boleh tidak,asking-question-other,1490421875.0
1054,tanyajalan perkenalin diri dong,asking-question-other,1492130534.0
2000,gimana gimana,giving-positive-feedback,1490492075.0
1280,kamu bisa apa saja,asking-question-other,1492022018.0
1607,stasiun bogor ke gunung kapur bogor,asking-question-direction,1490892935.0
2623,intro,greeting,1490298296.0
5,jalan dari bogor ke malang,asking-question-direction,1492898242.0
1343,kamu bisa apa saja,asking-question-other,1491903160.0
1269,hu,giving-negative-feedback,1492021168.0
2015,salah,giving-negative-feedback,1490493742.0
726,tanyajalan perkenalin diri dong,asking-question-other,1492421951.0
1185,kamu bisa apa saja,asking-question-other,1492048155.0
1747,cek jadwal krl stasiun universitas indonesia,asking-question-schedule,1490778577.0
2975,dari aku ke bali,other,1489916156.0
389,rute stasiun depok ke stasiun senin,asking-question-schedule,1492563732.0
2775,jadwal stasiun boom,other,1489999155.0
1277,,other,1492022004.0
2119,cot,giving-negative-feedback,1490476170.0
1691,tampilkan lebih banyak jadwal krl stasiun tanahabang,asking-question-schedule,1491498872.0
593,tanyajalan perkenalin diri dong,asking-question-other,1492469907.0
1890,jakarta utara ke jakarta selatan,asking-question-direction,1490690590.0
2883,pluit ke binus anggrek,asking-question-direction,1489980158.0
529,jalan ke unpad,asking-question-direction,1492459989.0
1963,jadwal krl bekasi,asking-question-schedule,1490558724.0
2703,hai,greeting,1489993670.0
372,bagi rute busway dong,asking-question-schedule,1492548214.0
2600,terima kasih,giving-positive-feedback,1490234175.0
2039,tampilkan lebih banyak jadwal krl stasiun rawabuntu,asking-question-schedule,1490499791.0
1887,kontol,other,1490690397.0
2976,dari aku ke bandung,other,1489916166.0
3163,tanyajalan,greeting,1489902904.0
2920,dari tanjung barat,other,1489912308.0
3307,hai,greeting,1488842309.0
3111,tanyajalan bye,greeting,1488913801.0
1971,jadwal busway,asking-question-schedule,1490570735.0
328,ah tai,giving-negative-feedback,1492497805.0
585,tanyajalan perkenalin diri dong,asking-question-other,1492469902.0
1712,jadwal krs stasiun tebet,asking-question-schedule,1490724660.0
1587,cupu,giving-negative-feedback,1491648906.0
2612,jembatan  ke gedung bppt,asking-question-direction,1490252876.0
2937,pergi ke kota dari pluit,asking-question-direction,1489913842.0
139,fasilkom ke antartika,asking-question-direction,1492648415.0
943,kwkwkw,giving-positive-feedback,1492331688.0
1907,ancol ke cikeas,asking-question-direction,1490511143.0
1150,dd,other,1492035921.0
322,app apaan nih,asking-question-other,1492497726.0
3382,halo,greeting,1488858580.0
3050,parah,giving-negative-feedback,1489907101.0
988,can you speak english,other,1492402249.0
3072,jadwal krl stasiun,other,1489909146.0
2791,intro,greeting,1490156366.0
3011,dari jembatan dua ke tebet,asking-question-direction,1489905320.0
1228,kamu bisa apa saja,asking-question-other,1491972462.0
2391,berangkat dari alfamart ke indomaret,other,1490438472.0
907,jangan bagi rute busway,giving-negative-feedback,1492210038.0
790,cek jadwal krl stasiun ui,asking-question-schedule,1492437558.0
3205,terima kasih,giving-positive-feedback,1488859673.0
1463,jadwal stasiun universitas indonesia,asking-question-schedule,1491883065.0
1575,thanks,giving-positive-feedback,1491637747.0
2257,jakarta ke banyuwangi,asking-question-direction,1490472022.0
1802,jadwal krl stasiun lenteng agung,asking-question-schedule,1490599469.0
1534,coba,other,1491632396.0
3046,tanyajalan bye,greeting,1489906999.0
3258,tanyajalan bye,greeting,1488876042.0
1238,oke,giving-positive-feedback,1491979483.0
3161,tanyajalan perkenalkan diri dong,greeting,1489902652.0
1174,tampilkan lebih banyak jadwal krl stasiun jakartakota,asking-question-schedule,1492046006.0
1697,jadwal,asking-question-schedule,1491511455.0
222,dari bandara halim ke its,asking-question-direction,1492631160.0
1050,yee makasih,giving-positive-feedback,1492129133.0
1390,cupu,giving-negative-feedback,1491938917.0
1970,berangkat dai kutek ke fasilkom,asking-question-direction,1490570683.0
1139,kamu bisa apa saja,asking-question-other,1492033203.0
2512,jadwal stasiun duri,asking-question-schedule,1490411958.0
1181,aku gimana yah,other,1492047593.0
3315,mantap,giving-positive-feedback,1488844991.0
623,kamu bisa apa saja,asking-question-other,1492444027.0
1699,jadwal krl stasiun manggarai,asking-question-schedule,1491511479.0
3051,wah seru,giving-positive-feedback,1489907116.0
3355,wuo,giving-positive-feedback,1488855311.0
3059,tidak mau coba males,giving-negative-feedback,1489907236.0
2419,dari klender baru ke rempoa,asking-question-direction,1490421908.0
3148,nais,giving-positive-feedback,1489901954.0
2992,ini buat apa,greeting,1489918376.0
495,siapa kamu,asking-question-other,1492486797.0
3249,tanyajalan,greeting,1488875520.0
2851,dari palmerah ke kota harapan indah,asking-question-direction,1489957879.0
3365,hi,greeting,1488855967.0
3269,oke,giving-positive-feedback,1488876436.0
175,kok tidak dibales,giving-negative-feedback,1492737127.0
2735,dari menteng pulo ke traveloka,asking-question-direction,1489995258.0
3152,haha,giving-positive-feedback,1489901983.0
2759,berangkat dari keburukan ke kebaikan,other,1489997850.0
1111,kamu bisa apa saja,asking-question-other,1492032034.0
2564,tampilkan lebih banyak jadwal krl stasiun universitasindonesia,asking-question-schedule,1490416776.0
1836,trimaksih,giving-positive-feedback,1490655905.0
2523,berangkat dari ui ke museum fatahillah,asking-question-direction,1490414842.0
2998,wkwkw ben,giving-positive-feedback,1489919193.0
2501,hoam,giving-negative-feedback,1490408880.0
1695,bandung semanggi,giving-positive-feedback,1491511439.0
1780,jadwal krl stasiun duren kalibata,asking-question-schedule,1490810382.0
3379,mantap lah,giving-positive-feedback,1488856455.0
2683,nice,giving-positive-feedback,1490345998.0
483,tampilkan lebih banyak jadwal krl stasiun cikini,asking-question-schedule,1492486046.0
720,kamu bisa apa saja,asking-question-other,1492421837.0
1601,jadwal krl stasiun cikini,asking-question-schedule,1490856108.0
2765,jadwal kereta stasiun pondok cina,asking-question-schedule,1489998400.0
546,kamu bisa apa saja,asking-question-other,1492460385.0
2801,tanyajalan bye,greeting,1489919216.0
2796,jadwal stasiun krl manggarai,asking-question-schedule,1490233765.0
771,tanyajalan perkenalin diri dong,asking-question-other,1492425725.0
2915,no,giving-negative-feedback,1489911777.0
2819,dari sini ke daan mogot,other,1489939668.0
2573,,giving-negative-feedback,1490417156.0
1475,sama kamu juga,other,1491887375.0
1434,tsm ke untar,asking-question-direction,1491784329.0
3259,tanyajalan,greeting,1488876106.0
3184,siapa kamu,asking-question-other,1489903750.0
1123,undefined,other,1492032342.0
2918,bagus deh,giving-positive-feedback,1489911922.0
747,tanyajalan perkenalin diri dong,asking-question-other,1492423285.0
3154,tanyajalan,greeting,1489902022.0
2136,babi,giving-negative-feedback,1490477957.0
2970,sip,giving-positive-feedback,1489916110.0
2450,dari rumah saya ke rumah teman,other,1490423587.0
2974,dari aku ke tokyo,other,1489916147.0
3391,halo,greeting,1488858960.0
2782,ancol,other,1490002679.0
2603,kasih tahu jadwal stasiun pondok cina dong,asking-question-schedule,1490239648.0
2954,cupu,giving-negative-feedback,1489914830.0
490,kamu bisa apa saja,asking-question-other,1492486639.0
606,kamu bisa apa saja,asking-question-other,1492441771.0
750,hey,greeting,1492423581.0
1133,tidak ngerti,other,1492032635.0
710,tidak,giving-negative-feedback,1492421615.0
821,kamu bisa apa saja,asking-question-other,1492415315.0
3261,wih,giving-positive-feedback,1488876183.0
2756,yes,other,1489997801.0
2806,jauh amat,giving-negative-feedback,1489919688.0
2787,jadwal stasiun jakarta kota,asking-question-schedule,1490032392.0
2999,kamu malah mengajak bicara bot,other,1489919202.0
860,jadwal krl nambo dong,asking-question-schedule,1492418412.0
3208,cara dari depok ke angke gimana,asking-question-direction,1488860279.0
2068, menit al nyong nek mlaku  menit deneng,other,1490501905.0
3255,tanyajalan bye,greeting,1488876019.0
2969,nais nais,giving-positive-feedback,1489916105.0
2809,cek jadwal krl stasiun kota,asking-question-schedule,1489920504.0
3402,bagaimana cara dari fasilkom ui ke central park,asking-question-direction,1488792586.0
108,kamu bisa apa saja,asking-question-other,1492640051.0
3038,tanyajalan perkenalkan diri dong,greeting,1489906764.0
3104,boom,other,1488913554.0
2745,jadwal kereta stasiun manggarai,asking-question-schedule,1489997027.0
471,jadwal krl universitasindonesia,asking-question-schedule,1492481905.0
919,kerets,other,1492228260.0
2271,jadwal krl stasiun depok baru,asking-question-schedule,1490473192.0
1082,terimakasih,giving-positive-feedback,1492156598.0
1409,tanyajalan bisa ngapain saja,asking-question-other,1491722339.0
3000,jadwal krl jakarta kota,asking-question-schedule,1489904958.0
1029,ihhh,giving-negative-feedback,1492071503.0
1179,aduh,other,1492047563.0
113,tanyajalan perkenalkan diri dong,asking-question-other,1492644308.0
2140,bin bandung mau bikin monorel,other,1490478850.0
1448,kalisari ke fasilkom ui,asking-question-direction,1491873381.0
2814,dari bogor,other,1489920603.0
