id,text,intent,datetime
350,tanyajalan perkenalin,asking-question-other,1492512994
3254,ya elah tanah abang mulu,giving-negative-feedback,1488875980
958,aja,asking-question-other,1492377732
2944,payah,giving-negative-feedback,1489914550
2915,no,giving-negative-feedback,1489911777
2605,tanyajalan bye,greeting,1490241396
2794,intro,greeting,1490226990
9,aja,asking-question-other,1492901653
1560,wih,giving-positive-feedback,1491637162
2643,jadwal krl stasiun ui,asking-question-schedule,1490327719
1157,1,other,1492040828
2425,berangkat dari fasilkom ke aeon,asking-question-direction,1490422064
760,aja,asking-question-other,1492424445
3273,nice,giving-positive-feedback,1488880375
906,rute busway,asking-question-schedule,1492210026
3053,cepet kaya gimana yh,asking-question-other,1489907116
3259,tanyajalan,greeting,1488876106
2179,berangkat dari ui ke kemang,asking-question-direction,1490485961
1283,tanyajalan perkenalin,asking-question-other,1492022301
492,pembuat,asking-question-other,1492486763
2870,tes,other,1489968407
1539,wow,giving-positive-feedback,1491633386
35,tampilkan jadwal krl stasiun jatinegara,asking-question-schedule,1493078575
2998,wkwkw ben,giving-positive-feedback,1489919193
1617,jadwal krl stasiun universitas indonesia,asking-question-schedule,1490940827
1328,ke depok,asking-question-direction,1491897279
414,jalan dari mangga ke tanggerang city mall,asking-question-direction,1492471065
2941,bodo ah,giving-negative-feedback,1489914388
639,aja,asking-question-other,1492446584
2028,sebenernya kalo ke tanah abang mending kereta ke stasiun tanah abang kalo dari st karet kalo ke kuningan,giving-negative-feedback,1490498802
2640,tanyajalan perkenalkan,greeting,1490326839
3152,haha,giving-positive-feedback,1489901983
150,cipedak ke slipi jaya,asking-question-direction,1492659010
69,aja,asking-question-other,1493233280
207,jelambar,other,1492594761
919,kerets,giving-positive-feedback,1492228260
754,gausah sok2 maaf,giving-negative-feedback,1492424328
1727,berangkat dari universitas trisakti ke bursa efek indonesia transjakarta,asking-question-direction,1490774701
1396,tanyajalan perkenalin,asking-question-other,1491953553
2441,jadwal krl stasiun pesing,asking-question-schedule,1490423108
851,hi,greeting,1492418222
3210,selamat malam,greeting,1488863876
2102,5 jam anjerr wkwkwk,giving-negative-feedback,1490475494
1856,dari usu ke perumahan citra garden medan,asking-question-direction,1490679245
911,tanyajalan perkenalin,asking-question-other,1492228113
199,tampilkan jadwal krl stasiun manggarai,asking-question-schedule,1492834504
1468,help,asking-question-other,1491883130
2932,dari pim ke rumah,asking-question-direction,1489912619
922,cek jadwal krl stasiun pondok cina,asking-question-schedule,1492228277
1337,aja,asking-question-other,1491902714
3395,gajelas,giving-negative-feedback,1488859198
3244,tanyajalan,greeting,1488874101
3381,woi,greeting,1488856951
2691,yampun kerenn,giving-positive-feedback,1490406343
1215,bandung,asking-question-direction,1491967993
3059,ga coba males,giving-negative-feedback,1489907236
2791,intro,greeting,1490156366
1582,woi,greeting,1491645051
1777,keren cool,giving-positive-feedback,1490804546
2298,jadwal krl stasiun manggarai,asking-question-schedule,1490475397
97,jadwal krl stasiun bogor,asking-question-schedule,1493245805
1522,haha,other,1491608700
2211,berangkat dari kesadaran,asking-question-other,1490459274
3257,tanyajalan bye,greeting,1488876033
2481,ui ke rumah jodoh,other,1490424686
322,app nih,asking-question-other,1492497726
2972,thank you,giving-positive-feedback,1489916117
1006,tanyajalan perkenalin,asking-question-other,1492068854
2959,jalan dari jatiasih ke kebon jeruk,asking-question-direction,1489915024
3368,dari fasilkom ui ke monas,asking-question-direction,1488856136
1474,terima kasih,giving-positive-feedback,1491887358
1105,tanyajalan perkenalin,asking-question-other,1492031892
3252,tanyajalan bye,greeting,1488875955
3203,ke ancol,other,1488859650
3292,nice,giving-positive-feedback,1488881982
2109,nunjukkin jalan ngasih pesan sosial madnah keren tuh kalo bot susbm lo selipin pesan sosial,giving-positive-feedback,1490475561
1428,jadwal krl stasiun jatinegara,asking-question-schedule,1491773414
2969,nais nais,giving-positive-feedback,1489916105
2617,wahh,giving-positive-feedback,1490254256
1601,jadwal krl stasiun cikini,asking-question-schedule,1490856108
2912,,giving-positive-feedback,1489911760
1672,jadwal krl stasiun manggarai,asking-question-schedule,1491435457
2769,jadwal kereta,other,1489998691
1676,halo,greeting,1491435547
2907,gilaaa,giving-negative-feedback,1489911733
1826,dari gunung putri ke botani square,asking-question-direction,1490655472
2538,krl stasiun cawang,other,1490415483
3299,tanyajalan kenalkan dirimu,greeting,1488910433
467,jadwal krl universitasindonesia,asking-question-schedule,1492479902
2825,berangkat dari ui ke mall kelapa gading,asking-question-direction,1489948505
2970,sip,giving-positive-feedback,1489916110
3270,tanyajalan,greeting,1488877398
3399,payah,giving-negative-feedback,1488859619
1146,aja,asking-question-other,1492035886
1621,jadwal krl stasiun manggarai,asking-question-schedule,1491013532
459,cek jadwal stasiun tangerang,asking-question-schedule,1492478502
1830,ngarang banget deh,giving-negative-feedback,1490655578
928,tanyajalan perkenalin,asking-question-other,1492235430
1839,undefined,other,1490655992
673,arahnya gimana,other,1492448235
1967,makasih jalan,giving-positive-feedback,1490568383
2988,kick dah,giving-negative-feedback,1489916400
2980,bego,giving-negative-feedback,1489916226
1410,rute busway,asking-question-schedule,1491722423
787,aja,asking-question-other,1492437438
2905,halo,greeting,1489911725
1568,bohong,giving-negative-feedback,1491637685
2402,jadwal kereta depok,asking-question-schedule,1490418208
2370,dari mata turun ke hati,other,1490432620
2644,jadwal krl stasiun universitas indonesia,asking-question-schedule,1490327742
3032,terima kasih,giving-positive-feedback,1489906198
669,tanyajalan perkenalin,asking-question-other,1492448140
2450,dari rumah gua ke rumah temen,other,1490423587
2889,cek jadwal krl stasiun lenteng agung,asking-question-schedule,1489983089
313,gua menteng,other,1492497683
1135,jalan dari senayan city ke citywalk sudirman,asking-question-direction,1492032892
1662,ui ke margo city,asking-question-direction,1491340105
428,tanyajalan perkenalin,asking-question-other,1492471558
2118,payah tai,giving-negative-feedback,1490476157
648,thank you,giving-positive-feedback,1492446846
1263,halo,greeting,1492020993
2994,sih,greeting,1489918387
2797,tau jadwal krl stasiun manggarai ,asking-question-schedule,1490233788
2027,buset bener wkwk krl dari pondok cina ke tanah abang trus transit ke pondok ranji dari gojek ke ciledug,giving-negative-feedback,1490498728
753,cupu lu,giving-negative-feedback,1492424314
3044,tanyajalan perkenalkan,greeting,1489906960
990,from sri lanka,other,1492402262
1420,wow,giving-positive-feedback,1491723145
572,dari ui ke rumah gua,asking-question-direction,1492466044
3214,ga,giving-negative-feedback,1488864645
613,aja,asking-question-other,1492442221
735,rute busway,asking-question-schedule,1492422212
995,tanyajalan perkenalin,asking-question-other,1492415070
174,,other,1492737109
758,aja,asking-question-other,1492424412
2829,tanyajalan perkenalkan,greeting,1489952118
2697,hi,greeting,1490408838
2274,dari ciracas ke ui,asking-question-direction,1490473693
680,tanyajalan perkenalin,asking-question-other,1492450207
2916,jelek,giving-negative-feedback,1489911901
1714,dari itb ke kosambi,asking-question-direction,1490742947
2016,cek jadwal krl stasiun manggarai,asking-question-schedule,1490493763
3261,wih,giving-positive-feedback,1488876183
1524,kabar,greeting,1491610290
3052,seru,giving-positive-feedback,1489907116
1435,halo,greeting,1491803881
888,jadwal krl stasiun pocin,asking-question-schedule,1492420179
1077,tanyajalan perkenalin,asking-question-other,1492156314
3242,,greeting,1488872780
3050,parah,giving-negative-feedback,1489907101
2202,langit biru,other,1490439543
2945,payah,giving-negative-feedback,1489914555
979,ui ke margo,asking-question-direction,1492386206
2285,gak repot,giving-negative-feedback,1490474987
2695,hehe sama2,giving-positive-feedback,1490406455
3168,tanyajalan bye,greeting,1489903041
2806,,giving-negative-feedback,1489919688
930,aja,asking-question-other,1492312263
879,tanyajalan perkenalin,asking-question-other,1492419972
1978,kece banget sih berfaedah,giving-positive-feedback,1490570933
2730,coba pergi,other,1489994967
763,pondok ranji,other,1492424981
1882,jadwal krl stasiun manggarai,asking-question-schedule,1490690305
3218,hai,greeting,1488869256
2888,jadwal krl stasiun cikini,asking-question-schedule,1489982485
3104,boom,other,1488913554
1587,cupu,giving-negative-feedback,1491648906
1703,berangkat dari depok ke surga,asking-question-direction,1490692816
3127,tanyajalan,greeting,1489888648
1187,tanyajalan perkenalin,asking-question-other,1492048381
173,gamauu,giving-negative-feedback,1492737094
2602,thank you,giving-positive-feedback,1490234186
803,pergi ke pondok gede dari pondok cabe,asking-question-direction,1492415114
1281,aja,asking-question-other,1492022285
1003,tanyajalan perkenalin,asking-question-other,1492068834
2919,yaah ga direply makasih,giving-positive-feedback,1489911934
670,aja,asking-question-other,1492448156
2009,keren hehe,giving-positive-feedback,1490492870
3268,wkwk,giving-positive-feedback,1488876419
2480,ui ke puncak,asking-question-direction,1490424592
2305,jadwal krl stasiun pondok cina,asking-question-schedule,1490427645
1570,fast,giving-positive-feedback,1491637701
1592,hi,greeting,1491689427
63,dari ui ke sentul bogor,asking-question-direction,1493196192
475,berangkat dari gajah mada ke alam sutera,asking-question-direction,1492482829
2946,dari tanjung barat,other,1489914565
456,dari lenmarc ke st louis 1,asking-question-direction,1492477295
2989,lu,giving-negative-feedback,1489916527
973,dari ui ke sman 8 jakarta,asking-question-direction,1492381750
2670,ancol ke rajawali,asking-question-direction,1490334452
2863,dari fasilkom ke bekasi,asking-question-direction,1489961377
289,berangkat dari depok ke cibinong,asking-question-direction,1492637868
3352,dari london ke delhi,asking-question-direction,1488853955
2208,jadwal krl stasiun pondok cina,asking-question-schedule,1490457555
2046,halo,greeting,1490500025
2547,ah tai bet,giving-negative-feedback,1490416028
1556,help,asking-question-other,1491636348
2956,haha,giving-positive-feedback,1489914836
731,undefined,other,1492422029
582,aja,asking-question-other,1492469881
2317,jalan ke hatimu,other,1490428510
2414,mending jalan kaki anjir,giving-negative-feedback,1490421807
2830,thx brii,giving-positive-feedback,1489952146
2622,nice,giving-positive-feedback,1490254326
1115,undefined,other,1492032168
1233,halo,greeting,1491978751
620,cek jadwal krl stasiun kemayoran,asking-question-schedule,1492443423
3111,tanyajalan bye,greeting,1488913801
1246,rute busway,asking-question-schedule,1491984670
2968,sedih,giving-negative-feedback,1489916086
2374,wow,giving-positive-feedback,1490432725
2570,berangkat dari balai kartini ke ancol,asking-question-direction,1490416942
1312,haow,greeting,1491894311
2584,bogor bogor,other,1490417621
918,y,other,1492228256
3345,dari grogol ke ancolread422 pm,asking-question-direction,1488853345
1732,thank you,giving-positive-feedback,1490774800
2716,jadwal krl stasiun manggarai,asking-question-schedule,1489994311
2041,hai,greeting,1490499986
2707,helloworld,greeting,1489994056
1392,masasih,asking-question-other,1491938928
1831,,giving-negative-feedback,1490655583
385,j,other,1492551932
40,tampilkan jadwal krl stasiun universitasindonesia,asking-question-schedule,1493079950
584,aja,asking-question-other,1492469901
2461,dari ke mu ya tuhan,other,1490423898
1090,aja,asking-question-other,1492192635
3307,hai,greeting,1488842309
1492,dari depok ke sragen,asking-question-direction,1491887757
3394,thanks,giving-positive-feedback,1488859192
87,tanyajalan perkenalin,asking-question-other,1493245767
3083,kavling dki ke tanah abang,asking-question-direction,1489909441
1193,tanyajalan perkenalin,asking-question-other,1492057865
2045,kendaraan,other,1490500019
1861,halo,greeting,1490689494
279,aja,asking-question-other,1492636883
2847,hai,other,1489954125
1086,yaallah jalan kaki,giving-negative-feedback,1492161867
233,dari rumah ke kampus,asking-question-direction,1492631320
2961,jadwal stasiun boom,other,1489915392
2404,ah payah nih anak buah lu to,giving-negative-feedback,1490420258
1393,perkenalkan,other,1491938972
1343,aja,asking-question-other,1491903160
2862,perkenalan,greeting,1489961326
2607,nice,giving-positive-feedback,1490241576
2576,jadwal krl pondok cina,asking-question-schedule,1490417215
3196,tanyajalan perkenalkan,greeting,1489904847
3320,alah,giving-negative-feedback,1488845745
1035,aja,asking-question-other,1492126727
1504,jadwal krl stasiun universitas indonesia,asking-question-schedule,1491512441
1383,jadwal krl stasiun ui,asking-question-schedule,1491938847
1137,undefined,other,1492033024
1551,depok ke tebet,asking-question-direction,1491633685
2867,krl kelapa gading,other,1489963756
3103,cacad,giving-negative-feedback,1488913541
2548,surga,other,1490416228
539,sistem gimana,other,1492460054
2709,helloworld,greeting,1489994068
1163,tanyajalan perkenalin,asking-question-other,1492045626
3036,woh,giving-positive-feedback,1489906653
2745,jadwal kereta stasiun manggarai,asking-question-schedule,1489997027
2767,thanks,giving-positive-feedback,1489998426
2623,intro,greeting,1490298296
2738,halo,greeting,1489995490
2724,hi,greeting,1489994818
1252,dari fasilkom ui ke senayan city,asking-question-direction,1491987605
247,tanyajalan perkenalin,asking-question-other,1492632055
2397,berangkat dari seturan ke malioboro,asking-question-direction,1490438595
2899,tess,other,1489992049
2225,berangkat dari ui ke itc mangga,asking-question-direction,1490464114
1286,aja,asking-question-other,1492026269
3102,thanks,giving-positive-feedback,1488913533
223,dari bandara halim ke its pesawat,asking-question-direction,1492631185
807,motor,other,1492415132
2783,jadwal krl stasiun kota,asking-question-schedule,1490002692
2189,jadwak krl stasiun depok,asking-question-schedule,1490486031
278,tanyajalan perkenalin,asking-question-other,1492636873
3001,tanyajalan perkenalkan,greeting,1489904971
1054,tanyajalan perkenalin,asking-question-other,1492130534
171,yahh,other,1492737082
2975,dari ke bali,other,1489916156
3216,payah,giving-negative-feedback,1488865087
3057,nih asyik bgtttt,giving-positive-feedback,1489907153
2426,bye jalan,greeting,1490422075
1092,ke gading,other,1492192662
1218,bis lebak bulus,other,1491968046
2701,halo,greeting,1489993505
2600,terima kasih,giving-positive-feedback,1490234175
2986,taunya gara2 ni bot badjingan,giving-negative-feedback,1489916362
1695,bandung semanggi,giving-positive-feedback,1491511439
944,cek krl,other,1492331696
2803,tanyajalan bye,greeting,1489919342
1171,terminal bekasi,asking-question-direction,1492045929
3397,ke bogor,other,1488859275
2501,hoam,giving-negative-feedback,1490408880
2911,ga,giving-negative-feedback,1489911756
1963,jadwal krl bekasi,asking-question-schedule,1490558724
2505,jadwal manggarai,asking-question-schedule,1490411875
1851,berangkat dari kimochi mangga ke taman palem,asking-question-direction,1490678282
2931,thanks,giving-positive-feedback,1489912605
3134,cek stasiun jakarta kota,asking-question-schedule,1489900889
2489,jadwal krl stasiun pondok ranji,asking-question-schedule,1490424951
915,,other,1492228153
1733,,other,1490774812
2755,hi,greeting,1489997799
3023,tanyajalan perkenalan,greeting,1489905838
3051,seru,giving-positive-feedback,1489907116
2859,berangkat dari ui ke rumah,other,1489959576
2792,tunjukin jalan dari pasar minggu ke tb simatupang,asking-question-direction,1490158281
960,tanyajalan perkenalin,asking-question-other,1492377744
841,keren,other,1492416823
2282,jalan bye,greeting,1490474662
3043,tanyajalan perkenalkan,greeting,1489906954
3253,jih,giving-negative-feedback,1488875963
3147,wow,giving-positive-feedback,1489901950
2973,dari ke melbourne,other,1489916138
1181,gimana yah,other,1492047593
1669,jadwal krl stasiun manggarai,asking-question-schedule,1491418629
78,tanyajalan perkenalin,asking-question-other,1493233281
1557,mantap,giving-positive-feedback,1491637107
3213,nice,giving-positive-feedback,1488864360
2764,halo,greeting,1489998381
91,aja,asking-question-other,1493245780
3116,helloworld,greeting,1488929709
1667,jadwal krl stasiun ui,asking-question-schedule,1491418578
2459,dari ui ke rumah pacar,other,1490423741
2957,mantap,giving-positive-feedback,1489914839
3172,tanyajalan bye,greeting,1489903334
2807,kereta dari mangga ke ui,asking-question-direction,1489919716
112,aja,asking-question-other,1492644286
866,aja,asking-question-other,1492419332
2953,ga,giving-negative-feedback,1489914828
2891,hai,greeting,1489985140
2419,dari klender ke rempoa,asking-question-direction,1490421908
2962,makasih,giving-positive-feedback,1489915558
3056,tes,other,1489907148
2729,tai,giving-negative-feedback,1489994951
1390,cupu,giving-negative-feedback,1491938917
1238,oke,giving-positive-feedback,1491979483
3148,nais,giving-positive-feedback,1489901954
1176,dari palmerah ke kuningan,asking-question-direction,1492047055
451,ah cupu,giving-negative-feedback,1492474314
2015,salah,giving-negative-feedback,1490493742
691,tolong tunjukan jalan dari daerah kukusan ke kampus ui depok,asking-question-direction,1492452726
1223,dari bandung ke medab,asking-question-direction,1491968176
1291,jelek,giving-negative-feedback,1492026597
2906,gila,giving-negative-feedback,1489911730
2960,jadwal stasiun jayakarta,asking-question-schedule,1489915376
2082,dari hati ke hati,asking-question-direction,1490502513
1625,tampilkan jadwal krl stasiun jakartakota,asking-question-schedule,1491013718
2513,dari pluit ke kemanggisan,asking-question-direction,1490412000
2351,berangkat dari ui ke cibubur,asking-question-direction,1490431373
3236,terima kasih,giving-positive-feedback,1488870279
105,tanyajalan perkenalin,asking-question-other,1492640048
2952,parah,giving-negative-feedback,1489914824
1671,jadwal krl stasiun jatinegara,asking-question-schedule,1491435352
393,jadwal krl stasiun tanjung priok,asking-question-schedule,1492574189
2642,jadwal krl stasiun manggarai,asking-question-schedule,1490327693
2559,jalan dari dunia ke surga,other,1490416405
2119,cot,giving-negative-feedback,1490476170
